,salary,age,elevel,car,zipcode,credit,brand
1839,108330.1112,80,4-Year College Degree,Kia,Pacific,296090.3575,Sony
1840,116246.0589,80,"Master's, Doctoral or Professional Degree",Lincoln,West South Central,213469.2613,Sony
1841,69280.05192,54,"Master's, Doctoral or Professional Degree",BMW,Pacific,354762.278,Sony
1842,133171.2065,23,High School Degree,BMW,West North Central,345662.736,Sony
1843,86845.21208,28,"Master's, Doctoral or Professional Degree",Ford,Mid-Alantic,244648.5913,Acer
1844,42324.0406,27,High School Degree,Nissan,Pacific,271722.4392,Sony
1845,54352.77843,57,Less than High School Degree,Toyota,East North Central,362371.6196,Acer
1846,146458.0149,34,4-Year College Degree,Chrysler,Mountain,37785.10527,Sony
1847,121522.0149,34,"Master's, Doctoral or Professional Degree",None,West South Central,67634.28932,Sony
1848,50110.2405,79,Less than High School Degree,Toyota,East South Central,239086.5739,Acer
1849,29335.17834,28,High School Degree,Mitsubishi,Mountain,29089.86608,Sony
1850,85290.32666,20,4-Year College Degree,Mitsubishi,Mountain,31461.41977,Acer
1851,64401.45878,41,Some College,BMW,West South Central,309553.7433,Sony
1852,132034.172,21,4-Year College Degree,Honda,New England,119345.0031,Sony
1853,83395.12769,31,High School Degree,Mitsubishi,West North Central,225424.2457,Acer
1854,110164.3911,58,4-Year College Degree,Chrysler,East North Central,317704.9287,Acer
1855,36771.42748,50,Less than High School Degree,Mazda,East South Central,483001.1364,Sony
1856,99931.44329,22,Less than High School Degree,Buick,South Atlantic,493174.0412,Sony
1857,102043.1635,72,Less than High School Degree,Ford,West North Central,62956.82961,Sony
1858,101165.8986,78,4-Year College Degree,BMW,Mountain,400170.3195,Sony
1859,106127.6563,59,High School Degree,Honda,West North Central,42856.71806,Acer
1860,106029.7128,62,"Master's, Doctoral or Professional Degree",Chrysler,East South Central,336323.8448,Acer
1861,40447.41816,24,4-Year College Degree,Honda,West South Central,109158.4789,Sony
1862,70208.67733,53,Some College,Dodge,Mid-Alantic,98479.02849,Sony
1863,31729.66456,72,4-Year College Degree,Kia,Pacific,448559.9635,Acer
1864,92798.79572,62,"Master's, Doctoral or Professional Degree",Ram,Mid-Alantic,446795.1836,Sony
1865,62163.2447,61,"Master's, Doctoral or Professional Degree",Ford,West South Central,154285.9612,Acer
1866,88449.89996,22,High School Degree,Nissan,Mountain,99995.65355,Acer
1867,57047.56288,28,Some College,Ram,Mid-Alantic,71660.40735,Acer
1868,46073.14248,74,Less than High School Degree,None,South Atlantic,428464.7772,Acer
1869,51695.17342,70,Some College,Ram,West North Central,16332.59612,Acer
1870,128177.5645,58,High School Degree,Nissan,Mid-Alantic,478047.3358,Acer
1871,95415.7984,67,Some College,Buick,East North Central,499100.1067,Sony
1872,85476.25836,24,Some College,Dodge,East North Central,235612.0401,Acer
1873,20000.0,60,High School Degree,Mercedes Benz,East South Central,36425.53069,Sony
1874,29388.44108,66,Less than High School Degree,Buick,East North Central,500000.0,Acer
1875,138729.4511,69,Less than High School Degree,BMW,West South Central,112731.8795,Sony
1876,121679.8181,63,Less than High School Degree,Mitsubishi,East South Central,108209.7954,Sony
1877,141737.6744,47,Some College,Ram,New England,500000.0,Sony
1878,137936.6792,47,"Master's, Doctoral or Professional Degree",Mercedes Benz,South Atlantic,191333.6094,Sony
1879,133140.0463,62,Less than High School Degree,Kia,West North Central,42679.04359,Sony
1880,142564.5221,46,4-Year College Degree,Dodge,Pacific,291160.98,Sony
1881,82700.8939,52,4-Year College Degree,Kia,West South Central,426343.7491,Acer
1882,124801.8816,26,High School Degree,Jeep,West North Central,202844.8771,Sony
1883,87016.16697,33,"Master's, Doctoral or Professional Degree",Mitsubishi,East North Central,226003.342,Acer
1884,137327.0315,60,4-Year College Degree,Mercedes Benz,West South Central,374552.6716,Sony
1885,90140.51534,42,High School Degree,BMW,Pacific,406148.1732,Acer
1886,35136.93908,60,High School Degree,Toyota,South Atlantic,465428.8047,Acer
1887,111970.8062,75,High School Degree,None,New England,22173.94607,Sony
1888,20000.0,75,Some College,Mazda,West North Central,362798.2246,Sony
1889,55240.0159,30,Less than High School Degree,Nissan,New England,500000.0,Acer
1890,76102.7818,55,Less than High School Degree,BMW,New England,110954.0588,Acer
1891,117758.7703,28,"Master's, Doctoral or Professional Degree",Cadillac,New England,129810.7101,Sony
1892,61926.15389,48,"Master's, Doctoral or Professional Degree",Nissan,South Atlantic,224999.8309,Sony
1893,111750.156,60,"Master's, Doctoral or Professional Degree",Jeep,West South Central,19757.2157,Acer
1894,121507.5311,58,4-Year College Degree,Ram,East North Central,149767.5558,Acer
1895,34600.37981,28,Less than High School Degree,Jeep,West North Central,278922.1786,Sony
1896,20000.0,21,4-Year College Degree,Dodge,West South Central,28524.12834,Sony
1897,84138.00065,67,Some College,Lincoln,East North Central,289576.6232,Sony
1898,30877.96238,21,High School Degree,Hyundai,Mountain,94169.4666,Sony
1899,84307.85572,61,High School Degree,Chrysler,Pacific,399265.7874,Acer
1900,48846.8717,64,4-Year College Degree,Lincoln,West North Central,500000.0,Acer
1901,143511.4509,60,4-Year College Degree,Buick,West South Central,338060.4348,Sony
1902,123093.4084,36,4-Year College Degree,Ram,East North Central,278917.4257,Sony
1903,68616.15077,71,4-Year College Degree,Subaru,South Atlantic,53638.24992,Acer
1904,104734.8494,21,Less than High School Degree,Jeep,Mountain,348694.7468,Sony
1905,31143.37305,31,"Master's, Doctoral or Professional Degree",Mazda,Pacific,120558.3921,Sony
1906,80054.45901,49,Less than High School Degree,Lincoln,West North Central,432381.3092,Acer
1907,36906.82778,47,Some College,Nissan,Pacific,500000.0,Sony
1908,132894.6915,69,High School Degree,Buick,East South Central,133229.0594,Sony
1909,148689.0739,23,4-Year College Degree,Ram,Mid-Alantic,24764.8119,Sony
1910,103802.4531,74,4-Year College Degree,Toyota,East South Central,448471.8873,Sony
1911,33999.34668,69,High School Degree,Kia,Mid-Alantic,270420.353,Acer
1912,28506.1884,58,High School Degree,Ford,East North Central,183844.5928,Sony
1913,142501.3636,54,Less than High School Degree,Dodge,East South Central,445403.1735,Sony
1914,143532.8354,61,Less than High School Degree,Subaru,East South Central,122349.8522,Sony
1915,150000.0,52,"Master's, Doctoral or Professional Degree",Ford,West South Central,467411.941,Sony
1916,41689.21402,35,4-Year College Degree,BMW,Mountain,214941.2527,Sony
1917,84844.30315,28,4-Year College Degree,Mitsubishi,West South Central,69928.35523,Acer
1918,100030.4649,41,Less than High School Degree,Mitsubishi,Mid-Alantic,0.0,Acer
1919,57136.24211,65,Some College,Hyundai,West South Central,353688.7,Acer
1920,116580.7632,62,"Master's, Doctoral or Professional Degree",Subaru,South Atlantic,169089.5678,Acer
1921,140316.864,49,Less than High School Degree,Mitsubishi,New England,437360.9364,Sony
1922,103830.1152,59,High School Degree,Chevrolet,New England,434101.0846,Acer
1923,28115.44801,57,4-Year College Degree,Toyota,South Atlantic,218576.4369,Sony
1924,125757.0012,65,"Master's, Doctoral or Professional Degree",Lincoln,South Atlantic,327084.6573,Sony
1925,126060.2434,65,High School Degree,Cadillac,New England,289166.1758,Sony
1926,114156.535,24,High School Degree,Jeep,South Atlantic,189964.3892,Sony
1927,144053.1635,21,"Master's, Doctoral or Professional Degree",Ford,New England,105241.8042,Sony
1928,42168.6251,68,Less than High School Degree,Dodge,Mountain,292371.2525,Acer
1929,125654.1264,41,High School Degree,Hyundai,Pacific,84198.02019,Sony
1930,115145.6661,39,Less than High School Degree,Toyota,Mid-Alantic,266585.5815,Sony
1931,75450.01621,51,"Master's, Doctoral or Professional Degree",Lincoln,Pacific,413850.2593,Sony
1932,130244.8511,24,High School Degree,Buick,East North Central,490903.7437,Sony
1933,86679.58359,56,High School Degree,Kia,East North Central,437516.1734,Acer
1934,39317.82858,72,Less than High School Degree,Toyota,Pacific,84441.76862,Acer
1935,106166.8423,74,"Master's, Doctoral or Professional Degree",Mitsubishi,South Atlantic,116217.0065,Sony
1936,26699.84876,52,"Master's, Doctoral or Professional Degree",Honda,East South Central,228249.6676,Sony
1937,61238.11922,50,"Master's, Doctoral or Professional Degree",Chrysler,Mid-Alantic,247345.4175,Sony
1938,74075.02156,45,4-Year College Degree,Subaru,Mid-Alantic,388399.3897,Sony
1939,105239.3542,72,Less than High School Degree,Ram,Mountain,397363.0406,Sony
1940,76298.73873,60,Some College,Kia,Mountain,243346.7535,Sony
1941,126363.2039,39,Some College,Buick,New England,424918.5087,Acer
1942,36970.05196,62,Some College,Dodge,West South Central,259709.4529,Acer
1943,82382.14249,38,"Master's, Doctoral or Professional Degree",Nissan,West North Central,351732.6519,Acer
1944,36227.14217,49,Some College,BMW,South Atlantic,123699.3163,Sony
1945,129077.5457,27,"Master's, Doctoral or Professional Degree",Hyundai,Pacific,47267.02311,Sony
1946,128413.5355,44,Some College,Mercedes Benz,East North Central,264103.4451,Sony
1947,83565.53451,72,4-Year College Degree,Toyota,West North Central,212855.9783,Sony
1948,102952.0813,59,Less than High School Degree,Honda,South Atlantic,16505.21586,Acer
1949,90670.09668,52,Some College,Mitsubishi,East North Central,400340.1389,Acer
1950,55773.33798,50,4-Year College Degree,Chrysler,West North Central,256773.1898,Sony
1951,109162.2418,22,High School Degree,Mazda,East North Central,412055.0494,Sony
1952,35783.93333,61,"Master's, Doctoral or Professional Degree",Mazda,East South Central,319390.1076,Acer
1953,60384.30369,43,High School Degree,Hyundai,East South Central,235294.5561,Sony
1954,84857.2716,61,High School Degree,Buick,East South Central,325607.224,Sony
1955,72484.23063,28,4-Year College Degree,None,East South Central,483756.3085,Acer
1956,71870.59032,61,"Master's, Doctoral or Professional Degree",Mercedes Benz,West North Central,305772.3528,Acer
1957,32633.38836,68,Less than High School Degree,Jeep,South Atlantic,384827.3995,Acer
1958,106020.7071,37,Some College,Buick,East North Central,109954.7413,Sony
1959,49317.58451,69,High School Degree,Cadillac,West South Central,320510.6117,Acer
1960,99071.52383,29,High School Degree,Subaru,West North Central,206709.7319,Sony
1961,77524.65325,30,"Master's, Doctoral or Professional Degree",Chrysler,South Atlantic,266418.179,Acer
1962,98595.85692,63,"Master's, Doctoral or Professional Degree",Dodge,West South Central,425177.0535,Sony
1963,82331.08743,36,4-Year College Degree,BMW,Pacific,317882.2254,Acer
1964,124026.4977,41,"Master's, Doctoral or Professional Degree",Buick,West South Central,342564.8925,Sony
1965,33517.26704,23,High School Degree,Nissan,West South Central,147730.4775,Sony
1966,96280.29551,76,Less than High School Degree,Buick,East South Central,25154.57246,Sony
1967,113166.9361,56,"Master's, Doctoral or Professional Degree",Mitsubishi,Mountain,58475.4253,Acer
1968,103052.7275,42,"Master's, Doctoral or Professional Degree",Chevrolet,New England,277043.174,Acer
1969,78778.07888,51,High School Degree,Jeep,East North Central,277809.5492,Acer
1970,79424.7926,63,Some College,Cadillac,New England,449900.6069,Sony
1971,137020.5788,58,"Master's, Doctoral or Professional Degree",Nissan,Mountain,367764.2454,Sony
1972,97230.14638,30,"Master's, Doctoral or Professional Degree",Buick,Mid-Alantic,251574.8532,Acer
1973,46275.90542,44,High School Degree,Lincoln,West North Central,248503.6292,Sony
1974,74614.72565,55,Some College,BMW,Pacific,194724.4979,Acer
1975,48323.22634,31,Some College,Ram,East South Central,471569.2532,Acer
1976,139182.774,67,Some College,Nissan,East South Central,86552.90878,Sony
1977,98860.04116,25,Some College,Cadillac,East North Central,275506.6161,Acer
1978,111916.2555,53,Less than High School Degree,Nissan,Pacific,472094.8791,Acer
1979,89113.32038,46,Some College,Buick,South Atlantic,309627.9686,Acer
1980,125624.1485,66,4-Year College Degree,Honda,East South Central,248951.9463,Sony
1981,20000.0,47,"Master's, Doctoral or Professional Degree",Mazda,Pacific,268987.4146,Sony
1982,54653.32699,74,Less than High School Degree,Cadillac,West South Central,58352.06056,Acer
1983,100351.6099,38,Some College,Lincoln,West North Central,497481.9429,Acer
1984,60447.34041,39,Less than High School Degree,Lincoln,West South Central,90911.83265,Sony
1985,92620.25207,35,"Master's, Doctoral or Professional Degree",Lincoln,West North Central,27771.18111,Acer
1986,109537.6165,37,High School Degree,Chevrolet,South Atlantic,79462.99677,Sony
1987,124775.5348,53,High School Degree,Chevrolet,Mid-Alantic,455455.6803,Acer
1988,123605.3551,70,"Master's, Doctoral or Professional Degree",Ford,Mountain,302816.0115,Sony
1989,49790.15513,57,Some College,BMW,West North Central,290207.8149,Sony
1990,71959.96216,72,4-Year College Degree,Cadillac,West North Central,169654.8957,Acer
1991,58824.57371,54,Less than High School Degree,BMW,West North Central,194744.3481,Sony
1992,100125.4586,42,Less than High School Degree,Toyota,West South Central,328814.519,Acer
1993,65316.67294,59,4-Year College Degree,None,West North Central,48052.53097,Sony
1994,149336.5296,22,4-Year College Degree,Toyota,West South Central,281520.5898,Sony
1995,117428.3865,30,4-Year College Degree,Buick,New England,140641.4634,Sony
1996,75566.13269,27,Some College,Kia,East North Central,156032.1735,Acer
1997,62263.21489,30,4-Year College Degree,Ford,South Atlantic,18272.96816,Acer
1998,71614.15381,61,"Master's, Doctoral or Professional Degree",Cadillac,Mountain,270820.4041,Acer
1999,25672.78082,61,4-Year College Degree,Buick,Mountain,468909.0035,Sony
2000,142717.0021,27,Some College,Lincoln,South Atlantic,68911.35882,Sony
2001,72619.64172,20,4-Year College Degree,Mazda,South Atlantic,109427.4759,Acer
2002,146794.549,55,"Master's, Doctoral or Professional Degree",Lincoln,New England,194455.6118,Sony
2003,36110.34595,76,"Master's, Doctoral or Professional Degree",Lincoln,Mountain,217917.347,Acer
2004,41817.06414,31,Some College,Cadillac,East South Central,435401.6153,Sony
2005,139996.8423,52,4-Year College Degree,Honda,New England,452956.65,Sony
2006,124305.9648,29,Some College,Honda,Mid-Alantic,305954.1753,Sony
2007,143086.8136,43,Some College,Mitsubishi,West North Central,318647.0644,Sony
2008,144087.1069,61,Less than High School Degree,Toyota,West North Central,109204.3454,Sony
2009,107838.0724,41,High School Degree,None,Mountain,433017.0491,Acer
2010,104668.3155,72,Less than High School Degree,Honda,South Atlantic,436946.4421,Sony
2011,82093.70824,47,Some College,Honda,Pacific,78652.02324,Acer
2012,64792.29735,34,High School Degree,Lincoln,West North Central,287550.9686,Acer
2013,27452.86363,25,Some College,Lincoln,Pacific,117197.1821,Sony
2014,25582.00877,76,"Master's, Doctoral or Professional Degree",Honda,East North Central,250045.5839,Sony
2015,42911.34182,53,Some College,Mitsubishi,West North Central,393680.5295,Sony
2016,91627.01752,36,Less than High School Degree,Lincoln,New England,0.0,Acer
2017,100615.2955,65,"Master's, Doctoral or Professional Degree",Nissan,South Atlantic,164936.587,Sony
2018,115147.8825,49,Some College,Jeep,West South Central,391619.6369,Acer
2019,127196.0438,79,Less than High School Degree,None,South Atlantic,52576.59204,Sony
2020,43176.15702,27,Some College,BMW,West South Central,63986.20254,Sony
2021,36823.4902,53,Less than High School Degree,Mitsubishi,Mountain,414749.6939,Sony
2022,141797.4231,66,High School Degree,Dodge,Pacific,201759.1378,Sony
2023,77404.47374,30,"Master's, Doctoral or Professional Degree",Mitsubishi,West North Central,165381.1625,Acer
2024,95001.80019,66,High School Degree,Nissan,Mid-Alantic,0.0,Sony
2025,64706.13303,24,4-Year College Degree,Honda,East South Central,467867.7005,Acer
2026,87499.36909,54,Some College,Dodge,South Atlantic,138287.7893,Acer
2027,116114.2996,22,Some College,Honda,West South Central,392248.1124,Sony
2028,114418.2283,55,"Master's, Doctoral or Professional Degree",Mazda,West South Central,500000.0,Acer
2029,34501.83392,74,High School Degree,Nissan,East South Central,77400.00309,Acer
2030,137379.6185,55,Some College,Ford,Mountain,42670.02955,Sony
2031,31584.04547,45,High School Degree,Mazda,East South Central,232007.0558,Sony
2032,40190.59884,49,"Master's, Doctoral or Professional Degree",Ram,East North Central,82299.40053,Sony
2033,146079.1786,80,4-Year College Degree,Dodge,Mountain,396105.0724,Sony
2034,138433.2238,79,High School Degree,Honda,West South Central,171435.1355,Sony
2035,105844.7148,60,Less than High School Degree,None,South Atlantic,423797.3808,Acer
2036,54240.60783,73,Less than High School Degree,Dodge,Pacific,76845.81548,Acer
2037,71725.28033,78,"Master's, Doctoral or Professional Degree",Subaru,East North Central,116809.8633,Acer
2038,115216.7937,57,"Master's, Doctoral or Professional Degree",Mitsubishi,East North Central,468273.1665,Acer
2039,20000.0,49,High School Degree,Toyota,West North Central,139666.4561,Sony
2040,127560.2551,80,"Master's, Doctoral or Professional Degree",Mitsubishi,East South Central,401086.5304,Sony
2041,109048.4558,55,"Master's, Doctoral or Professional Degree",Ram,Pacific,8346.635227,Acer
2042,20000.0,61,4-Year College Degree,Chrysler,South Atlantic,451899.1348,Sony
2043,74263.11005,79,High School Degree,Mitsubishi,Mid-Alantic,379708.8667,Acer
2044,24662.06995,76,Less than High School Degree,Dodge,New England,436963.586,Sony
2045,129494.8088,33,"Master's, Doctoral or Professional Degree",Toyota,East South Central,478631.4627,Sony
2046,38457.28861,73,4-Year College Degree,Kia,Mid-Alantic,412603.509,Acer
2047,69829.38169,75,Some College,Mitsubishi,South Atlantic,271015.9504,Sony
2048,55159.77941,64,"Master's, Doctoral or Professional Degree",Dodge,West North Central,220425.448,Acer
2049,51199.12941,70,Some College,Toyota,East South Central,342421.334,Acer
2050,150000.0,67,Some College,Toyota,East South Central,355007.1752,Sony
2051,126955.9209,46,Some College,None,West South Central,27887.97906,Sony
2052,109592.1563,65,Less than High School Degree,Jeep,South Atlantic,286520.7596,Sony
2053,84964.19943,52,"Master's, Doctoral or Professional Degree",Lincoln,East North Central,238122.9773,Acer
2054,105975.8888,45,Some College,Lincoln,West South Central,38736.05684,Acer
2055,58686.11753,72,"Master's, Doctoral or Professional Degree",Nissan,Pacific,500000.0,Acer
2056,38758.37514,77,4-Year College Degree,Subaru,East North Central,215047.1175,Acer
2057,60784.21953,24,"Master's, Doctoral or Professional Degree",Mercedes Benz,East North Central,125639.7857,Acer
2058,60893.85753,68,High School Degree,Mitsubishi,Mountain,257028.3598,Acer
2059,109735.9248,60,High School Degree,BMW,West North Central,194338.5035,Sony
2060,52306.73354,25,Less than High School Degree,Buick,West North Central,294734.4099,Acer
2061,80210.55996,38,High School Degree,Lincoln,Pacific,310113.8044,Acer
2062,104224.064,21,Less than High School Degree,Subaru,East South Central,92823.35003,Sony
2063,105727.6515,65,Some College,None,East South Central,453739.4266,Sony
2064,66937.6232,62,4-Year College Degree,Buick,Pacific,65965.25575,Acer
2065,36716.48243,61,Some College,Jeep,Mid-Alantic,179183.3019,Acer
2066,36259.81009,26,Less than High School Degree,Hyundai,South Atlantic,284179.2564,Sony
2067,140589.2649,67,4-Year College Degree,Chrysler,East South Central,317168.8395,Sony
2068,54581.37701,60,4-Year College Degree,Mercedes Benz,West South Central,195896.3368,Acer
2069,115727.8017,24,4-Year College Degree,Buick,New England,108681.8804,Sony
2070,113862.8244,40,Less than High School Degree,Mitsubishi,East South Central,322946.961,Sony
2071,131466.2269,71,Some College,Mercedes Benz,South Atlantic,37674.99669,Sony
2072,46972.91222,68,Less than High School Degree,Lincoln,West North Central,89354.77074,Acer
2073,69350.16161,43,4-Year College Degree,Mitsubishi,East North Central,217644.6558,Sony
2074,116642.781,40,Less than High School Degree,None,Mountain,474911.79,Acer
2075,97399.34847,73,High School Degree,Kia,Mountain,363233.7096,Sony
2076,140450.6143,59,4-Year College Degree,None,South Atlantic,279763.9797,Sony
2077,92097.57419,40,Some College,Buick,West North Central,57820.68488,Acer
2078,56993.24317,33,"Master's, Doctoral or Professional Degree",Ram,Pacific,80394.56479,Acer
2079,32085.56084,49,Some College,Mitsubishi,Mountain,359030.7429,Sony
2080,44333.4814,47,High School Degree,Toyota,East South Central,374859.2226,Sony
2081,76228.00577,36,"Master's, Doctoral or Professional Degree",Ford,West South Central,484421.965,Acer
2082,127542.7206,27,Less than High School Degree,Hyundai,New England,133780.9246,Sony
2083,83660.48424,36,Less than High School Degree,Hyundai,Pacific,499791.4169,Acer
2084,60684.49393,75,4-Year College Degree,Buick,West North Central,265449.6754,Acer
2085,43065.72807,20,High School Degree,Hyundai,South Atlantic,59124.83384,Sony
2086,120867.718,60,High School Degree,Cadillac,Mountain,106630.9125,Sony
2087,129646.9078,74,"Master's, Doctoral or Professional Degree",Hyundai,Mountain,0.0,Sony
2088,32587.80632,73,"Master's, Doctoral or Professional Degree",Buick,East North Central,385707.0363,Acer
2089,27988.20675,25,"Master's, Doctoral or Professional Degree",Ford,West South Central,65903.98829,Sony
2090,69554.91096,55,Some College,Nissan,Mid-Alantic,483670.2282,Sony
2091,133635.9203,53,Some College,Buick,Mid-Alantic,265492.767,Sony
2092,23957.06544,64,Some College,Cadillac,New England,109361.0958,Acer
2093,124233.7006,61,4-Year College Degree,Buick,East South Central,108143.9745,Sony
2094,28262.79897,28,Some College,Chevrolet,West South Central,412485.5233,Sony
2095,24701.56733,35,Some College,Cadillac,Pacific,255759.7574,Sony
2096,98006.98725,39,4-Year College Degree,Hyundai,East North Central,78684.8784,Sony
2097,59423.98933,69,Some College,Ram,Pacific,2153.591684,Acer
2098,94845.98047,53,Less than High School Degree,Dodge,West North Central,57176.44863,Acer
2099,37527.6249,44,Some College,Subaru,South Atlantic,307367.4254,Sony
2100,75892.21084,77,"Master's, Doctoral or Professional Degree",Subaru,New England,147650.6368,Sony
2101,61903.83463,53,High School Degree,Mercedes Benz,East North Central,110275.1661,Sony
2102,128183.3726,35,Less than High School Degree,Subaru,Mountain,154450.2982,Sony
2103,76449.70285,36,Less than High School Degree,BMW,West North Central,78604.38367,Acer
2104,46801.29544,33,"Master's, Doctoral or Professional Degree",Chevrolet,South Atlantic,500000.0,Sony
2105,46866.85542,23,"Master's, Doctoral or Professional Degree",Mercedes Benz,New England,100797.0452,Sony
2106,96277.10742,36,Less than High School Degree,Chrysler,Pacific,399380.8339,Acer
2107,129515.4774,44,High School Degree,Subaru,Mid-Alantic,38615.02721,Sony
2108,51824.05983,79,Less than High School Degree,Cadillac,West South Central,376166.4388,Acer
2109,137547.452,40,4-Year College Degree,Jeep,East North Central,192411.6773,Sony
2110,25327.90683,29,Less than High School Degree,Chevrolet,New England,375664.776,Sony
2111,93789.93704,56,Some College,Honda,East South Central,188203.518,Acer
2112,129866.6755,31,High School Degree,Hyundai,West North Central,291703.6862,Sony
2113,65123.31363,22,Less than High School Degree,Kia,East South Central,81485.20953,Acer
2114,62712.81344,59,Less than High School Degree,Mercedes Benz,South Atlantic,407276.798,Sony
2115,107016.2099,54,4-Year College Degree,Honda,Pacific,295236.9422,Acer
2116,109637.8368,21,4-Year College Degree,Honda,New England,392030.0674,Sony
2117,117067.1177,33,Some College,Chrysler,Mid-Alantic,495343.9204,Sony
2118,150000.0,54,Less than High School Degree,Buick,East South Central,476338.5585,Sony
2119,122650.4268,72,Some College,Chrysler,West North Central,226746.3919,Sony
2120,149919.4439,54,Some College,Mercedes Benz,East South Central,499136.6651,Sony
2121,142663.8254,31,Some College,Ram,New England,253433.9593,Sony
2122,67851.57763,23,Some College,Cadillac,New England,365608.0025,Acer
2123,30133.32888,68,Less than High School Degree,Mitsubishi,West North Central,42461.09884,Acer
2124,42689.7443,60,Less than High School Degree,Ram,Mid-Alantic,360910.7496,Sony
2125,78458.12236,70,4-Year College Degree,Ram,Pacific,292768.9699,Acer
2126,87138.67642,36,4-Year College Degree,Dodge,New England,332876.2505,Acer
2127,126464.1693,31,Some College,None,East North Central,409542.0704,Sony
2128,65864.77691,25,Less than High School Degree,Mitsubishi,Pacific,288710.9577,Acer
2129,34956.98471,31,4-Year College Degree,Mazda,East North Central,83686.9287,Sony
2130,101725.1734,20,"Master's, Doctoral or Professional Degree",Lincoln,West South Central,317527.3765,Acer
2131,124597.3393,50,4-Year College Degree,Ram,Mountain,27908.87321,Acer
2132,123729.1136,48,4-Year College Degree,Chevrolet,East South Central,34589.09859,Acer
2133,146312.8421,64,4-Year College Degree,BMW,Mid-Alantic,62416.68776,Sony
2134,118861.6667,70,High School Degree,BMW,West South Central,215659.4359,Sony
2135,150000.0,42,Less than High School Degree,Mitsubishi,West North Central,0.0,Sony
2136,20000.0,40,4-Year College Degree,Mitsubishi,West North Central,253577.5439,Sony
2137,23207.47479,26,"Master's, Doctoral or Professional Degree",Mazda,West North Central,210940.4122,Sony
2138,20105.59398,20,Some College,Jeep,Pacific,500000.0,Sony
2139,72730.36902,32,Some College,Mitsubishi,East North Central,321204.5135,Acer
2140,58151.0143,21,Less than High School Degree,Subaru,East North Central,364824.9164,Acer
2141,83750.968,59,Less than High School Degree,Buick,West North Central,376355.1611,Acer
2142,48122.16462,43,Some College,Toyota,South Atlantic,415031.7044,Sony
2143,140607.5375,67,Some College,Mercedes Benz,Pacific,331469.5869,Sony
2144,124230.714,25,4-Year College Degree,Cadillac,Mid-Alantic,36053.5622,Sony
2145,63456.75926,25,High School Degree,Mazda,Pacific,411486.71,Acer
2146,119124.2193,55,4-Year College Degree,Subaru,Mid-Alantic,199697.6661,Acer
2147,83702.02774,57,Some College,Mitsubishi,East South Central,110620.7985,Acer
2148,110267.4524,47,Less than High School Degree,Mazda,West South Central,153272.6151,Acer
2149,26630.17631,73,Some College,Jeep,Pacific,276391.1759,Sony
2150,66381.33971,75,Less than High School Degree,None,East North Central,16869.51087,Acer
2151,150000.0,69,Some College,BMW,Mid-Alantic,219468.6393,Sony
2152,120280.5923,48,"Master's, Doctoral or Professional Degree",Chrysler,West South Central,491559.7354,Acer
2153,21536.63117,47,Less than High School Degree,Ram,Mid-Alantic,255610.229,Sony
2154,20691.16119,20,High School Degree,Chevrolet,New England,436894.0832,Sony
2155,98159.83879,27,Less than High School Degree,Buick,Mountain,190149.9672,Acer
2156,130777.101,42,"Master's, Doctoral or Professional Degree",Ram,Pacific,39423.28019,Sony
2157,63737.60551,48,4-Year College Degree,Hyundai,South Atlantic,119845.2265,Sony
2158,124814.3075,62,"Master's, Doctoral or Professional Degree",Ram,South Atlantic,367327.2425,Sony
2159,75152.19067,69,Some College,Chrysler,East South Central,410339.1406,Sony
2160,105454.1651,43,Some College,Mercedes Benz,South Atlantic,43090.40242,Acer
2161,108322.7117,30,High School Degree,Mitsubishi,Mountain,131221.7573,Sony
2162,34196.485,72,Some College,Toyota,South Atlantic,244626.9537,Acer
2163,34954.99635,73,"Master's, Doctoral or Professional Degree",Ford,Mid-Alantic,75091.44332,Acer
2164,71601.25168,43,Some College,Lincoln,East North Central,101257.7418,Sony
2165,117534.8229,74,Some College,Buick,Mid-Alantic,320684.2763,Sony
2166,73072.60012,76,Some College,Nissan,Pacific,472994.6862,Acer
2167,129739.5254,20,High School Degree,Subaru,South Atlantic,76000.05663,Sony
2168,57705.11221,62,High School Degree,Mitsubishi,Mountain,226538.5347,Acer
2169,91917.642,78,Less than High School Degree,Jeep,Pacific,0.0,Sony
2170,55425.99674,64,Less than High School Degree,Cadillac,Mid-Alantic,172112.0049,Acer
2171,130810.4295,30,4-Year College Degree,Honda,Mountain,252241.9071,Sony
2172,58373.95254,45,Some College,Jeep,Pacific,145283.5209,Sony
2173,63223.8928,65,Less than High School Degree,Toyota,Mountain,165916.0213,Acer
2174,137177.1412,61,High School Degree,None,West South Central,55422.63423,Sony
2175,111852.6631,62,4-Year College Degree,Nissan,New England,133812.8075,Sony
2176,30866.15581,61,Less than High School Degree,Lincoln,New England,364601.4359,Acer
2177,100497.0073,60,"Master's, Doctoral or Professional Degree",Cadillac,Mountain,160414.7712,Sony
2178,85010.01976,60,Less than High School Degree,BMW,Pacific,411454.1627,Acer
2179,143316.3593,45,Less than High School Degree,Buick,West North Central,319098.9288,Sony
2180,84133.7293,74,4-Year College Degree,Lincoln,South Atlantic,425462.9341,Sony
2181,143518.7189,34,"Master's, Doctoral or Professional Degree",Ram,West South Central,187918.199,Sony
2182,90426.73018,69,High School Degree,Mercedes Benz,Pacific,282208.5033,Sony
